DataType,State,District,Observer,Item,Created_Date,Modified_Date
Attachment,Jammu and Kashmir,Kupwara,SHRI. SANJAY KAPOOR,16 applications for DCC President (),2025-12-08T23:45:44,
Attachment,Jammu and Kashmir,Kupwara,SHRI. SANJAY KAPOOR,All 6 Proposed Name for DCC President (),2025-12-08T23:47:04,
Attachment,Jammu and Kashmir,Kupwara,SHRI. SANJAY KAPOOR,Important workers name and details (),2025-12-08T23:50:29,
Attachment,Jammu and Kashmir,Kupwara,SHRI. SANJAY KAPOOR,Kupwara District Report (),2025-12-11T10:56:11,
Attachment,Jammu and Kashmir,Poonch,SHRI. ANANT DAHIYA,"On 25-11-2025, I arrived in the Poonch district of Jammu ()",2025-12-08T17:16:31,
Attachment,Jammu and Kashmir,Poonch,SHRI. ANANT DAHIYA,"On 26 November 2025, as part of the ""Sangathan Srijan Abhiyan"" in Jammu ()",2025-12-08T17:18:25,
Attachment,Jammu and Kashmir,Poonch,SHRI. ANANT DAHIYA,"On 27 November 2025, at the Dak Bungalow of Poonch district headquarters, a press conference was held to brief the media about the Sangathan Srajan Abhiyan. On the same day, under this campaign, joint and one-to-one meetings were conducted with the office-bearers and workers of Poonch and Mandi blocks of the Haveli assembly constituency to discuss organisational strengthening and gather their feedback. Later in the evening, interactions were also held with representatives of social organisations, civil society, students, and religious leaders of the Haveli assembly area. ()",2025-12-08T17:31:28,
Attachment,Jammu and Kashmir,Poonch,SHRI. ANANT DAHIYA,"On 28 November 2025, under the ""Sangathan Srijan Abhiyan"" in Poonch district, a one-to-one meeting was held with the office-bearers and senior party workers from the three blocks of the Surankote Assembly constituency — Lasana Block, Surankote Block, and Buffliaz (Bafliaz) Block — to discuss measures for strengthening the organization. ()",2025-12-08T17:34:26,
Attachment,Jammu and Kashmir,Poonch,SHRI. ANANT DAHIYA,"On 29 November 2025, I met social workers and civil-society representatives of the Surankote block in Poonch district to discuss safeguarding the democratic framework, strengthening the Congress Party, addressing youth concerns, and ensuring the development of the Pir Panjal region. The discussions also covered attempts by certain forces to divide voters along Gujjar–Pahari lines during elections, the need to counter such tactics through civic awareness, and concerns over leaders leaving the party and newcomers being given key responsibilities—issues that were highlighted as damaging to public trust and in need of corrective action. ()",2025-12-08T17:38:00,
Attachment,Jammu and Kashmir,Poonch,SHRI. ANANT DAHIYA,"On 02 December 2025, under the Sangthan Srajan Abhiyan, a meeting was held in the Surankote block of Surankote assembly constituency, Poonch district, with social activists, legal activists, members of the teachers’ association and students. Dialogue was conducted with the aim of strengthening the party organisation on the ground. The students requested the formation of a student wing (NSUI) on the district level of the Congress party and the initiation of student-union elections in colleges. Representatives of social organisations observed that many people in the area are deeply devoted to local pirs, faqirs and dargahs, which has helped the current Member of Parliament win for five consecutive generations — themselves belonging to that family. Meanwhile, the teachers raised their personal concern regarding the start of pension and have been protesting for it. Everyone insisted on the need for support from the Congress party in their social and political struggle, hoping that with people joining the party, it could once again win a place in their hearts. ()",2025-12-08T17:41:21,
Attachment,Jammu and Kashmir,Poonch,SHRI. ANANT DAHIYA,"On 3 December 2025, meetings were held in Motihady village of the Surankote Assembly constituency and later in the evening at Khadi Karmada village of Poonch Block in the Haveli Assembly constituency, where block- and booth-level workers and office-bearers were briefed about the Sangathan Srijan Abhiyan and engaged in discussions to strengthen the Congress Party at the grassroots level. ()",2025-12-08T17:44:58,
Attachment,Jammu and Kashmir,Poonch,SHRI. ANANT DAHIYA,"On 04 December 2025, under the Congress Party’s ongoing “Sangathan Srijan Abhiyan” in Jammu ()",2025-12-08T17:46:26,
Attachment,Jammu and Kashmir,Poonch,SHRI. ANANT DAHIYA,"On 05 December 2025, at the Dak Bungalow in Poonch district of Jammu ()",2025-12-08T17:48:21,
Attachment,Jammu and Kashmir,Rajouri,SHRI SURESH KUMAR,Addressed a public meeting at Manjakot (),2025-12-10T17:25:02,
Attachment,Jammu and Kashmir,Rajouri,SHRI SURESH KUMAR,Addressed a public meeting at Dungi (),2025-12-10T17:26:01,
Attachment,Jammu and Kashmir,Rajouri,SHRI SURESH KUMAR,Addressed a public meeting at Sunderbani (),2025-12-10T17:26:42,
Attachment,Jammu and Kashmir,Rajouri,SHRI SURESH KUMAR,Addressed a public meeting at Noshera (),2025-12-10T17:27:38,
Attachment,Jammu and Kashmir,Rajouri,SHRI SURESH KUMAR,Addressed a public meeting at Kotranka (),2025-12-10T17:28:47,
Attachment,Jammu and Kashmir,Rajouri,SHRI SURESH KUMAR,Addressed a public meeting at Thanamandi (),2025-12-10T17:29:39,
Attachment,Jammu and Kashmir,Rajouri,SHRI SURESH KUMAR,Meet with one to one/delegation at Rajouri (),2025-12-10T17:33:01,
Attachment,Jammu and Kashmir,Ramban,SHRI JETTI KUSUM KUMAR,Attachment of Farooq khan bio data (),2025-12-12T16:10:52,
Attachment,Jammu and Kashmir,Reasi,SMT. SARIKA SINGH,Certificate of appreciation for chain hunger strike under the banner Humari Riyasat Humara Haq. (),2025-12-08T21:20:39,
Attachment,Jammu and Kashmir,Samba,SHRI. TASVEER SOLANKI,Recommendation letter (),2025-12-15T14:37:36,
Attachment,Jammu and Kashmir,Samba,SHRI. TASVEER SOLANKI,Recommendation letter (),2025-12-15T14:45:11,
Attachment,Jammu and Kashmir,Samba,SHRI. TASVEER SOLANKI,Recommendation letter (),2025-12-15T14:45:36,
Attachment,Jammu and Kashmir,Samba,SHRI. TASVEER SOLANKI,Recommendation letter (),2025-12-15T14:45:55,
Attachment,Jammu and Kashmir,Samba,SHRI. TASVEER SOLANKI,Recommendation letter (),2025-12-15T14:46:21,
Attachment,Jammu and Kashmir,Samba,SHRI. TASVEER SOLANKI,Recommendation letter (),2025-12-15T14:46:39,
Attachment,Jammu and Kashmir,Samba,SHRI. TASVEER SOLANKI,DYC appointment letter (),2025-12-15T14:52:10,
Attachment,Jammu and Kashmir,Samba,SHRI. TASVEER SOLANKI,Block President appointment letter (),2025-12-15T14:52:46,
Attachment,Jammu and Kashmir,Samba,SHRI. TASVEER SOLANKI,Participation letter (),2025-12-15T14:53:48,
Attachment,Jammu and Kashmir,Samba,SHRI. TASVEER SOLANKI,Participation letter (),2025-12-15T14:54:12,
Attachment,Jammu and Kashmir,Samba,SHRI. TASVEER SOLANKI,Recommondation letter (),2025-12-15T15:11:56,
Attachment,Jammu and Kashmir,Shopian,SHRI DINESH GURJAR,संगठन सृजन अभियान जम्मू-कश्मीर जिला कांग्रेस कमेटी शोपियां ज़िले के अध्यक्ष पद के दावेदारों की सूची (),2025-12-01T16:16:15,
Attachment,Jammu and Kashmir,Shopian,SHRI DINESH GURJAR,जम्मू-कश्मीर संगठन सृजन अभियान के अंतर्गत जिला शोपियां की जानकारी (),2025-12-01T16:21:05,
Attachment,Jammu and Kashmir,Udhampur,SHRI. UDAI BHAN,Reports submitted by PCC Observers (),2025-12-08T17:51:44,
Attachment,Jammu and Kashmir,Udhampur,SHRI. UDAI BHAN,District level One to One interaction (),2025-12-10T11:41:43,
Attachment,Jammu and Kashmir,Udhampur,SHRI. UDAI BHAN,Block level One to One interaction (),2025-12-10T11:42:32,
Attachment,Jammu and Kashmir,Udhampur,SHRI. UDAI BHAN,Block level One to One interaction (),2025-12-10T11:42:43,
Attachment,Jammu and Kashmir,Udhampur,SHRI. UDAI BHAN,Block  level One to One interaction (),2025-12-10T11:43:07,
Attachment,Jammu and Kashmir,Udhampur,SHRI. UDAI BHAN,Block  level One to One interaction (),2025-12-10T11:43:19,
Attachment,Jammu and Kashmir,Udhampur,SHRI. UDAI BHAN,Block  level One to One interaction (),2025-12-10T11:43:43,
Attachment,Jammu and Kashmir,Udhampur,SHRI. UDAI BHAN,Block  level One to One interaction (),2025-12-10T11:43:54,
Attachment,Jammu and Kashmir,Udhampur,SHRI. UDAI BHAN,BLOCK level One to One interaction (),2025-12-10T11:49:05,
Attachment,Jammu and Kashmir,Udhampur,SHRI. UDAI BHAN,One to One interaction with DCC Aspirants (),2025-12-10T12:01:36,
Attachment,Jammu and Kashmir,Udhampur,SHRI. UDAI BHAN,One to One interaction with senior leaders (),2025-12-10T12:37:45,
Attachment,Jharkhand,Bokaro,"MS. HINA KAWARE, EX. DY-SPEAKER",श्री जवाहर लाल महथा (Application),2025-09-16T11:29:06,
Attachment,Jharkhand,Bokaro,"MS. HINA KAWARE, EX. DY-SPEAKER",जमील अख्तर (Application),2025-09-16T11:31:12,
Attachment,Jharkhand,Bokaro,"MS. HINA KAWARE, EX. DY-SPEAKER",श्री मनोज कुमार (Application),2025-09-16T11:32:07,
Attachment,Jharkhand,Bokaro,"MS. HINA KAWARE, EX. DY-SPEAKER",श्री महावीर सिंह (Application),2025-09-16T11:32:45,
Attachment,Jharkhand,Bokaro,"MS. HINA KAWARE, EX. DY-SPEAKER",श्री देवाशीष मंडल (Application),2025-09-16T11:33:14,
Attachment,Jharkhand,Bokaro,"MS. HINA KAWARE, EX. DY-SPEAKER",श्री उमेश गुप्ता (वर्तमान  अध्यक्ष जिला कांग्रेस) (),2025-09-16T11:54:20,
Attachment,Jharkhand,Bokaro,"MS. HINA KAWARE, EX. DY-SPEAKER",श्री भरत किशोर राउत (Application),2025-09-16T13:04:53,
Attachment,Jharkhand,Bokaro,"MS. HINA KAWARE, EX. DY-SPEAKER",अशोक कुमार मंडल (Application),2025-09-16T13:06:07,
Attachment,Jharkhand,Bokaro,"MS. HINA KAWARE, EX. DY-SPEAKER",रेणु देवी (Application),2025-09-16T13:07:09,
Attachment,Jharkhand,Bokaro,"MS. HINA KAWARE, EX. DY-SPEAKER",जितेंद्र कुमार यादव (Application),2025-09-16T13:07:56,
Attachment,Jharkhand,Bokaro,"MS. HINA KAWARE, EX. DY-SPEAKER",खुशबू सिंह (पम्मी) (Application),2025-09-16T13:08:58,
Attachment,Jharkhand,Bokaro,"MS. HINA KAWARE, EX. DY-SPEAKER",मंजूर आलम (Application),2025-09-16T13:09:51,
Attachment,Jharkhand,Bokaro,"MS. HINA KAWARE, EX. DY-SPEAKER",मोहम्मद अली अंसारी (Application),2025-09-16T13:10:56,
Attachment,Jharkhand,Bokaro,"MS. HINA KAWARE, EX. DY-SPEAKER",श्री गौरव राय (Application),2025-09-16T13:11:40,
Attachment,Jharkhand,Bokaro,"MS. HINA KAWARE, EX. DY-SPEAKER",श्री प्रमोद सिंह (Application),2025-09-16T13:12:25,
Attachment,Jharkhand,Bokaro,"MS. HINA KAWARE, EX. DY-SPEAKER",श्री जलेश्वर दास (Application),2025-09-16T13:13:07,
Attachment,Jharkhand,Bokaro,"MS. HINA KAWARE, EX. DY-SPEAKER",श्री मृत्युंज शर्मा (Application),2025-09-16T13:13:56,
Attachment,Jharkhand,Bokaro,"MS. HINA KAWARE, EX. DY-SPEAKER",श्री दिगम्बर महतो (Application),2025-09-16T13:14:38,
Attachment,Jharkhand,Bokaro,"MS. HINA KAWARE, EX. DY-SPEAKER",मोख्तर अंसारी (Application),2025-09-16T13:15:28,
Attachment,Jharkhand,Bokaro,"MS. HINA KAWARE, EX. DY-SPEAKER",श्री संजय कुमार (Application),2025-09-16T13:16:09,
Attachment,Jharkhand,Bokaro,"MS. HINA KAWARE, EX. DY-SPEAKER",खालिद नदीम खान (Application),2025-09-16T13:16:58,
Attachment,Jharkhand,Bokaro,"MS. HINA KAWARE, EX. DY-SPEAKER",मोहम्मद खुर्शीद आलम (Application),2025-09-16T13:17:45,
Attachment,Jharkhand,Bokaro,"MS. HINA KAWARE, EX. DY-SPEAKER",मशकूर आलम सिद्दीकी (Application),2025-09-16T13:18:48,
Attachment,Jharkhand,Bokaro,"MS. HINA KAWARE, EX. DY-SPEAKER",कमरूल हसन (Application),2025-09-16T13:19:29,
Attachment,Jharkhand,Bokaro,"MS. HINA KAWARE, EX. DY-SPEAKER",सुषमा कुमारी (Application),2025-09-16T13:20:17,
Attachment,Jharkhand,Bokaro,"MS. HINA KAWARE, EX. DY-SPEAKER",श्री घनश्याम नारायण (Application),2025-09-16T13:21:00,
Attachment,Jharkhand,Bokaro,"MS. HINA KAWARE, EX. DY-SPEAKER",शाहिद रज़ा (Application),2025-09-16T13:21:47,
Attachment,Jharkhand,Bokaro,"MS. HINA KAWARE, EX. DY-SPEAKER",श्री देव शर्मा (Application),2025-09-16T13:22:18,
Attachment,Jharkhand,Bokaro,"MS. HINA KAWARE, EX. DY-SPEAKER",श्री सत्येन्द्र यादव (Application),2025-09-16T13:22:59,
Attachment,Jharkhand,Bokaro,"MS. HINA KAWARE, EX. DY-SPEAKER",श्री मनोज कुमार पासवान (Application),2025-09-16T13:23:41,
Attachment,Jharkhand,Bokaro,"MS. HINA KAWARE, EX. DY-SPEAKER",श्रीपद साहू (Application),2025-09-16T13:24:25,
Attachment,Jharkhand,Bokaro,"MS. HINA KAWARE, EX. DY-SPEAKER",श्री महेन्द्र कुमार ठाकुर (Application),2025-09-16T13:25:16,
Attachment,Jharkhand,Bokaro,"MS. HINA KAWARE, EX. DY-SPEAKER",हसनुल्लाह अंसारी (Application),2025-09-16T13:26:39,
Attachment,Jharkhand,Bokaro,"MS. HINA KAWARE, EX. DY-SPEAKER",मुसर्रत जबीन (Application),2025-09-16T13:27:32,
Attachment,Jharkhand,Bokaro,"MS. HINA KAWARE, EX. DY-SPEAKER",कैशफ रजा (Application),2025-09-16T13:53:24,
Attachment,Jharkhand,Chatra,"SHRI SHYAM KUMAR BARWE, MP",Preamble doc (),2025-09-01T15:39:19,
Attachment,Jharkhand,Chatra,"SHRI SHYAM KUMAR BARWE, MP",Preamble pdf (),2025-09-01T15:39:49,
Attachment,Jharkhand,Chatra,"SHRI SHYAM KUMAR BARWE, MP",Testing size upload (),2025-09-02T17:55:36,
Attachment,Jharkhand,Chatra,"SHRI SHYAM KUMAR BARWE, MP","Sangathn Srijan Abhiyan, AICC Observer Report ()",2025-09-22T14:56:48,
Attachment,Jharkhand,Deoghar,"SHRI MALENDRA RAJAN, MLA",List of all the candidates who applied for DCC president (),2025-09-18T21:34:11,
Attachment,Jharkhand,Dhanbad,SHRI DINESH GURJAR,धनबाद जिले के सभी प्रखंडों के 1 टू 1 एवं डेलिगेशंस की जानकारी। (),2025-09-16T22:14:34,
Attachment,Jharkhand,Dhanbad,SHRI DINESH GURJAR,कवरिंग लेटर। (),2025-09-16T22:16:32,
Attachment,Jharkhand,Dhanbad,SHRI DINESH GURJAR,धनबाद जिले के सक्रिय पदाधिकारी (),2025-09-16T22:17:28,
Attachment,Jharkhand,Dhanbad,SHRI DINESH GURJAR,अध्यक्ष पद के सभी दावेदार। (),2025-09-16T22:18:25,
Attachment,Jharkhand,Dhanbad,SHRI DINESH GURJAR,अध्यक्ष पद की पैनल लिस्ट (),2025-09-16T22:19:46,
Attachment,Jharkhand,Dhanbad,SHRI DINESH GURJAR,धनबाद जिले के लोगों की माँग (),2025-09-16T22:24:01,
Attachment,Jharkhand,Dumka,SHRI SURAJ SINGH THAKUR,Nomination form of Aspirants (Application),2025-09-10T21:14:08,
Attachment,Jharkhand,Dumka,SHRI SURAJ SINGH THAKUR,Nomination form of Aspirants (Application),2025-09-10T21:15:23,
Attachment,Jharkhand,Dumka,SHRI SURAJ SINGH THAKUR,Nomination form of Aspirants (Application),2025-09-10T21:16:53,
Attachment,Jharkhand,Dumka,SHRI SURAJ SINGH THAKUR,Nomination form of Aspirants (Application),2025-09-10T21:18:10,
Attachment,Jharkhand,Dumka,SHRI SURAJ SINGH THAKUR,Nomination form of Aspirants (Application),2025-09-10T21:18:49,
Attachment,Jharkhand,Dumka,SHRI SURAJ SINGH THAKUR,Nomination form of Aspirants (Application),2025-09-10T21:20:42,
Attachment,Jharkhand,Dumka,SHRI SURAJ SINGH THAKUR,Nomination form of Aspirants (Application),2025-09-10T21:22:51,
Attachment,Jharkhand,Dumka,SHRI SURAJ SINGH THAKUR,Nomination form of Aspirants (Application),2025-09-10T21:23:41,
Attachment,Jharkhand,Dumka,SHRI SURAJ SINGH THAKUR,Nomination form of Aspirants (Application),2025-09-10T21:24:29,
Attachment,Jharkhand,Dumka,SHRI SURAJ SINGH THAKUR,Nomination form of Aspirants (Application),2025-09-11T11:07:45,
Attachment,Jharkhand,Garhwa,"SMT. YASHOMATI THAKUR , EX MINISTER",Candidate Bio-data (Application),2025-09-18T19:28:20,
Attachment,Jharkhand,Garhwa,"SMT. YASHOMATI THAKUR , EX MINISTER",- (),2025-09-18T19:28:56,
Attachment,Jharkhand,Garhwa,"SMT. YASHOMATI THAKUR , EX MINISTER",Zarkhand Garwha President Candidate. (),2025-09-18T19:29:30,
Attachment,Jharkhand,Godda,SHRI RC KHUNTIA,District Level Meeting of Godda (),2025-09-09T10:22:20,
Attachment,Jharkhand,Godda,SHRI RC KHUNTIA,District Level Meeting of Godda (),2025-09-09T10:22:38,
Attachment,Jharkhand,Godda,SHRI RC KHUNTIA,District Level Meeting of Godda (),2025-09-09T10:22:54,
Attachment,Jharkhand,Godda,SHRI RC KHUNTIA,District Level Meeting of Godda (),2025-09-09T10:23:11,
Attachment,Jharkhand,Godda,SHRI RC KHUNTIA,District Level Meeting of Godda (),2025-09-09T10:23:31,
Attachment,Jharkhand,Godda,SHRI RC KHUNTIA,Proposed candidates views for development of Godda Districts organization (),2025-09-16T23:45:16,
Attachment,Jharkhand,Godda,SHRI RC KHUNTIA,Proposed 6 Candidates (Application),2025-09-16T23:52:30,
Attachment,Jharkhand,Godda,SHRI RC KHUNTIA,Other applicants for DCC (Application),2025-09-17T00:30:09,
Attachment,Jharkhand,Godda,SHRI RC KHUNTIA,Other participants for DCC (Application),2025-09-17T09:05:56,
Attachment,Jharkhand,Godda,SHRI RC KHUNTIA,Other participants for DCC (Application),2025-09-17T09:28:06,
Attachment,Jharkhand,Gumla,SHRI RAGHU SHARMA,"Report: Support Summary for District President PostIn Gumla District  we had meetings in all the 12 blocks , After a meeting of each block one to one intrection was heald of each member present in the meeting  total 550 congress worker's opinion was sought and after that six main candidates were selected on the basis of opinion received by the workers of entire distric  List of Main Candidates 1.Chaitu Oraon - Supported by 153 members2.Roshan Barwa  – Supported by 109 members3.Rajneel Tigga – Supported by 102 members4.Santosh Kumar Gupta – Supported by 59 members5.Ramesh Kumar Chini – Supported by 33 members6.Krishan Kumar Lohara  – Supported by 31 membersConclusion:All the candidates who applied for DCC president out of which six candidates were selected Shri CHAITU ORAON'S name emerged from each block . ()",2025-09-16T14:39:48,
Attachment,Jharkhand,Hazaribagh,"SHRI SUDEEP ROY BURMAN, EX. CLP","Surjeet NagwalaAplication form for President , District Congress Committee.. (Application)",2025-09-16T22:08:57,
Attachment,Jharkhand,Hazaribagh,"SHRI SUDEEP ROY BURMAN, EX. CLP","Vinod KuswahaAplication form for President , District Congress Committee.. (Application)",2025-09-16T22:10:30,
Attachment,Jharkhand,Hazaribagh,"SHRI SUDEEP ROY BURMAN, EX. CLP","Dr.Prakash KumarAplication form for President , District Congress Committee.. (Application)",2025-09-16T22:11:49,
Attachment,Jharkhand,Hazaribagh,"SHRI SUDEEP ROY BURMAN, EX. CLP","Renu KumariAplication form for President , District Congress Committee.. (Application)",2025-09-16T22:12:43,
Attachment,Jharkhand,Hazaribagh,"SHRI SUDEEP ROY BURMAN, EX. CLP","Sarda ranjan DubeyAplication form for President , District Congress Committee.. (Application)",2025-09-16T22:13:53,
Attachment,Jharkhand,Hazaribagh,"SHRI SUDEEP ROY BURMAN, EX. CLP","Md. Imtiyaz AnsariAplication form for President , District Congress Committee.. (Application)",2025-09-16T22:15:20,
Attachment,Jharkhand,Jamtara,"SHRI ARUN YADAV, EX. MPCC PRESIDENT",Attendance And One 2 One Meeting With DCC Leaders And Party Worker (),2025-09-07T00:22:34,
Attachment,Jharkhand,Jamtara,"SHRI ARUN YADAV, EX. MPCC PRESIDENT",Attendance And One 2 One Meeting With Karmatand Block Leaders And Party Worker (),2025-09-07T00:24:15,
Attachment,Jharkhand,Jamtara,"SHRI ARUN YADAV, EX. MPCC PRESIDENT",Narayanpur Block Jamatara Vidhansabha Attendance With One 2 One (),2025-09-08T00:03:09,
Attachment,Jharkhand,Jamtara,"SHRI ARUN YADAV, EX. MPCC PRESIDENT",Fatehpur Block Naala Assembly Meeting Attendance With One 2 One Block Leader (),2025-09-08T01:01:13,
Attachment,Jharkhand,Jamtara,"SHRI ARUN YADAV, EX. MPCC PRESIDENT",Kundhit Block Naala Assembly Meeting Attendance With One 2 One Block Leader (),2025-09-08T01:01:59,
Attachment,Jharkhand,Jamtara,"SHRI ARUN YADAV, EX. MPCC PRESIDENT",Naala Block Naala Assembly Meeting Attendance With One 2 One Block Leader (),2025-09-08T01:02:39,
Attachment,Jharkhand,Jamtara,"SHRI ARUN YADAV, EX. MPCC PRESIDENT",One 2 One Meeting With Jamtara Block And City Congress Committee (),2025-09-09T14:05:45,
Attachment,Jharkhand,Jamtara,"SHRI ARUN YADAV, EX. MPCC PRESIDENT",One 2 One Meeting With Mihijam City Congress Committee (),2025-09-09T14:06:12,
Attachment,Jharkhand,Jamtara,"SHRI ARUN YADAV, EX. MPCC PRESIDENT",Report Of Block President To Recommendation For DCC President (),2025-09-18T01:07:02,
Attachment,Jharkhand,Jamtara,"SHRI ARUN YADAV, EX. MPCC PRESIDENT",Consent Letter Of DCC President Aspirants (),2025-09-18T01:08:39,
Attachment,Jharkhand,Khunti,"SMT. SZARITA LAITPHLANG, AICC SECRETARY","Report Day 1 Khunti District ,Jharkhand ()",2025-08-29T23:12:17,
Attachment,Jharkhand,Khunti,"SMT. SZARITA LAITPHLANG, AICC SECRETARY",One on One Interactions with leaders from Khunti District for DCC President Appointment. (Application),2025-08-30T23:38:33,
Attachment,Jharkhand,Khunti,"SMT. SZARITA LAITPHLANG, AICC SECRETARY",Meeting Overview (),2025-08-30T23:43:37,
Attachment,Jharkhand,Khunti,"SMT. SZARITA LAITPHLANG, AICC SECRETARY",DCC Presidents Applicants as of 30/8/25 (Application),2025-08-30T23:58:54,
Attachment,Jharkhand,Khunti,"SMT. SZARITA LAITPHLANG, AICC SECRETARY",DCC Applicants as of 31/8/25 (Application),2025-08-31T23:27:04,
Attachment,Jharkhand,Khunti,"SMT. SZARITA LAITPHLANG, AICC SECRETARY","Meeting Overview, Arki Block ()",2025-08-31T23:32:21,
Attachment,Jharkhand,Khunti,"SMT. SZARITA LAITPHLANG, AICC SECRETARY","Meeting Overview, Khunti Block ()",2025-08-31T23:32:38,
Attachment,Jharkhand,Khunti,"SMT. SZARITA LAITPHLANG, AICC SECRETARY",One on one Interactions with leaders Report. (),2025-08-31T23:34:03,
Attachment,Jharkhand,Khunti,"SMT. SZARITA LAITPHLANG, AICC SECRETARY","Block Meeting Overview Report of Torpo Block, Khunti. ()",2025-09-01T16:23:39,
Attachment,Jharkhand,Khunti,"SMT. SZARITA LAITPHLANG, AICC SECRETARY","Block Meeting Overview Report of Karra Block, Khunti. ()",2025-09-01T21:02:41,
Attachment,Jharkhand,Khunti,"SMT. SZARITA LAITPHLANG, AICC SECRETARY","Meeting updates and organizational information are being communicated through bulk messages directly to the personal mobile numbers of all District and Block members, ensuring that every individual member receives timely information and no one is left uninformed. ()",2025-09-01T21:14:41,
Attachment,Jharkhand,Khunti,"SMT. SZARITA LAITPHLANG, AICC SECRETARY",DCC Applicants as of 2/9/25 (Application),2025-09-02T21:59:20,
Attachment,Jharkhand,Khunti,"SMT. SZARITA LAITPHLANG, AICC SECRETARY",Final Applicants' original forms as of 5/9/2025 (Application),2025-09-05T21:09:34,
Attachment,Jharkhand,Khunti,"SMT. SZARITA LAITPHLANG, AICC SECRETARY",Overview Report of Block Meeting Murhu on 2nd sep 2025. (),2025-09-05T21:17:47,
Attachment,Jharkhand,Khunti,"SMT. SZARITA LAITPHLANG, AICC SECRETARY",Overview Report of Block Meeting Raniya on 2nd sep 2025. (),2025-09-05T21:18:20,
Attachment,Jharkhand,Khunti,"SMT. SZARITA LAITPHLANG, AICC SECRETARY",Community Feedback of All Church’s Association and Recommendations for DCC Leadership in Khunti District. (),2025-09-05T21:57:27,
Attachment,Jharkhand,Khunti,"SMT. SZARITA LAITPHLANG, AICC SECRETARY",Final Applicants' original forms as of 6/9/2025 (Application),2025-09-06T20:50:09,
Attachment,Jharkhand,Khunti,"SMT. SZARITA LAITPHLANG, AICC SECRETARY",Khunti District Office Bearers' Opinion (),2025-09-06T21:27:57,
Attachment,Jharkhand,Khunti,"SMT. SZARITA LAITPHLANG, AICC SECRETARY","*Report on the Successful Conclusion of the Sangathan Srijan Abhiyan in Khunti District, Jharkhand* ()",2025-09-06T23:20:44,
Attachment,Jharkhand,Khunti,"SMT. SZARITA LAITPHLANG, AICC SECRETARY",Report on the Meeting with Anjuman Islamia Association of Khunti (),2025-09-06T23:30:07,
Attachment,Jharkhand,Khunti,"SMT. SZARITA LAITPHLANG, AICC SECRETARY",Report on the Meeting with Sarna Tribal Association of Khunti (),2025-09-06T23:37:35,
Attachment,Jharkhand,Khunti,"SMT. SZARITA LAITPHLANG, AICC SECRETARY",Comprehensive Political and Organizational Report – Khunti District (Jharkhand) (),2025-09-07T17:43:59,
Attachment,Jharkhand,Khunti,"SMT. SZARITA LAITPHLANG, AICC SECRETARY",News Clippings Khunti (),2025-09-07T17:45:44,
Attachment,Jharkhand,Koderma,"SHRI MANIKRAO THAKRE, MEMBER CWC",Attendance Sheet in a format of Chandwara Block - One to One meeting (),2025-09-04T00:11:35,
Attachment,Jharkhand,Koderma,"SHRI MANIKRAO THAKRE, MEMBER CWC",Attendance Sheet in a format of Koderma Block - One to One meeting (),2025-09-04T08:29:27,
Attachment,Jharkhand,Koderma,"SHRI MANIKRAO THAKRE, MEMBER CWC",Attendance Sheet in a format of DCC Koderma - One to One meeting with Leaders (),2025-09-04T08:38:32,
Attachment,Jharkhand,Koderma,"SHRI MANIKRAO THAKRE, MEMBER CWC",Attendance sheet in a format of Jainagar Block - One to one meeting (),2025-09-05T00:39:55,
Attachment,Jharkhand,Koderma,"SHRI MANIKRAO THAKRE, MEMBER CWC",Attendance sheet in a format of Markaccho Block - One to one meeting (),2025-09-05T00:44:56,
Attachment,Jharkhand,Koderma,"SHRI MANIKRAO THAKRE, MEMBER CWC",Group representation memorandum (),2025-09-05T10:53:26,
Attachment,Jharkhand,Koderma,"SHRI MANIKRAO THAKRE, MEMBER CWC",Attendance sheet of one to one meeting of Domchach (),2025-09-06T14:35:25,
Attachment,Jharkhand,Latehar,"SHRI SUNIL KEDAR, EX. MINISTER",Biodata of Kameshwar Yadav (Application),2025-09-18T22:38:08,
Attachment,Jharkhand,Latehar,"SHRI SUNIL KEDAR, EX. MINISTER",Biodata of Md. Aftab Alam (Application),2025-09-18T22:38:30,
Attachment,Jharkhand,Latehar,"SHRI SUNIL KEDAR, EX. MINISTER",Observer Latehar Visit Report (),2025-09-18T22:48:12,
Attachment,Jharkhand,Latehar,"SHRI SUNIL KEDAR, EX. MINISTER",Observer Latehar Visit News Clip's (),2025-09-18T22:55:37,
Attachment,Jharkhand,Lohardaga,SHRI MOHAN MARKAM,संगठन सृजन अभियान कार्यक्रम के तहत जिला लोहरदगा झारखंड की विस्तृत रिपोर्ट (),2025-09-13T20:40:51,
Attachment,Jharkhand,Pakur,"SHRI ABDUL KHALEQUE, EX. MP","Application form of Srikumar Sarkar for the post of DCC President, Pakur. (Application)",2025-09-16T11:15:59,
Attachment,Jharkhand,Pakur,"SHRI ABDUL KHALEQUE, EX. MP","Application form of Manjula Hansda for the post of DCC President, Pakur. (Application)",2025-09-16T11:16:29,
Attachment,Jharkhand,Pakur,"SHRI ABDUL KHALEQUE, EX. MP","Application form of Mehboob Alam for the post of DCC President, Pakur. (Application)",2025-09-16T11:16:49,
Attachment,Jharkhand,Pakur,"SHRI ABDUL KHALEQUE, EX. MP","Application form of Pramod Kumar Dokania for the post of DCC President, Pakur. (Application)",2025-09-16T11:17:10,
